"cell_id","effortId","search_effort","fringe_dist","assigned_community","area","area_prop"
2859,"prior",0,17691.6253100784,0,,
3561,"prior",0,17688.2725723569,0,,
3562,"2022-04-03T15-00-00-Caitlin Robinson",2.77320574162679,17668.8772945667,0,844.723696821507,0.938581885357231
3563,"2020-08-15T08-42-00-Andrew Simon, prior",0.135,17649.5111196554,0,321.068524638361,0.356742805153734
4264,"prior",0,17665.5708046788,0,,
4265,"2020-08-15T08-42-00-Andrew Simon, 2022-03-30T17-51-00-Caitlin Robinson",1.59444035346097,17646.1505702481,0,892.216895509601,0.991352106121779
4266,"2020-08-15T08-42-00-Andrew Simon",0.045,17626.7594216467,0,883.785511614494,0.981983901793883
4267,"2020-08-15T08-42-00-Andrew Simon",0.225,17607.3974545822,0,224.929410566387,0.249921567295986
4967,"prior",0,17642.8904507723,0,,
4968,"2020-08-15T08-42-00-Andrew Simon, 2022-03-30T17-51-00-Caitlin Robinson",0.105729013254786,17623.4452191612,0,763.578280468094,0.848420311631216
4969,"2020-08-15T08-42-00-Andrew Simon, 2022-03-30T17-51-00-Caitlin Robinson",2.14634756995582,17604.0290560909,0,892.221716599455,0.991357462888283
4970,"2020-08-15T08-42-00-Andrew Simon",3.72,17584.6420574583,0,673.903487374019,0.748781652637799
5666,"prior",0,17698.4012682886,0,,
5671,"prior",0,17600.7613236873,0,,
5672,"2020-08-15T08-42-00-Andrew Simon, 2022-03-30T17-51-00-Caitlin Robinson",0.868365243004418,17581.3201053929,0,860.471355958054,0.956079284397838
5673,"2020-08-15T08-42-00-Andrew Simon",3.72,17561.9080341978,0,888.911825913115,0.987679806570128
5674,"2020-08-15T08-42-00-Andrew Simon",10.665,17542.5252064747,0,135.586652448,0.150651836053334
6368,"prior",0,17695.5032000023,0,,
6369,"prior",0,17675.8641206595,0,,
6370,"prior",0,17656.2535973787,0,,
6375,"2020-08-15T08-42-00-Andrew Simon",2.295,17558.6326523082,0,505.220588061023,0.561356208956692
