"cell_id","effortId","search_effort","fringe_dist","assigned_community","area","area_prop"
2859,"prior",0,12147.4356646117,0,,
3561,"prior",0,12142.5643973368,0,,
3562,"prior",0,12123.9950639722,0,,
3563,"prior",0,12105.4708705877,0,,
4264,"prior",0,12119.1883001868,0,,
4265,"prior",0,12100.5829937764,0,,
4266,"prior",0,12082.0228046659,0,,
4267,"prior",0,12063.5079410969,0,,
4967,"prior",0,12095.8409943257,0,,
4968,"prior",0,12077.1996199467,0,,
4969,"prior",0,12058.6033394837,0,,
4970,"prior",0,12040.0523618811,0,,
5666,"prior",0,12147.6793288859,0,,
5671,"prior",0,12053.8451094868,0,,
5672,"prior",0,12035.2126420031,0,,
5673,"prior",0,12016.6254539895,0,,
5674,"prior",0,11998.0837558876,0,,
6368,"prior",0,12143.4707706381,0,,
6369,"prior",0,12124.5348776413,0,,
6370,"prior",0,12105.6429899048,0,,
6375,"prior",0,12011.8508802847,0,,
6376,"prior",0,11993.2273854388,0,,
6377,"prior",0,11974.6493571088,0,,
7048,"prior",0,12568.4242900427,0,,
7071,"prior",0,12120.3922029628,0,,
7072,"prior",0,12101.4200949085,0,,
7073,"prior",0,12082.4919632087,0,,
7077,"prior",0,12007.2233521544,0,,
7078,"prior",0,11988.5182234845,0,,
7079,"prior",0,11969.8583253476,0,,
7080,"prior",0,11951.2438696057,0,,
7750,"prior",0,12566.2041301343,0,,
7751,"prior",0,12546.2011408265,0,,
7752,"prior",0,12526.2373627882,0,,
7764,"prior",0,12289.7996857033,0,,
7773,"prior",0,12116.3957199354,0,,
7774,"prior",0,12097.3435655359,0,,
7775,"prior",0,12078.3351510239,0,,
7776,"prior",0,12059.3706832346,0,,
7779,"prior",0,12002.7430408811,0,,
7780,"prior",0,11983.9564447671,0,,
8454,"prior",0,12524.0099964082,0,,
8455,"prior",0,12504.0106801604,0,,
8466,"prior",0,12286.6577027839,0,,
8467,"prior",0,12267.1433204931,0,,
8468,"prior",0,12247.6706182237,0,,
8476,"prior",0,12093.4135509919,0,,
8477,"prior",0,12074.3250297585,0,,
8478,"prior",0,12055.2802174045,0,,
8479,"prior",0,12036.2793214103,0,,
8481,"prior",0,11998.4101125803,0,,
8482,"prior",0,11979.5422188631,0,,
8483,"prior",0,11960.7190797361,0,,
9157,"prior",0,12501.8510272147,0,,
9158,"prior",0,12481.8160979368,0,,
9159,"prior",0,12461.8204807748,0,,
9170,"prior",0,12244.5181027636,0,,
9171,"prior",0,12225.009256342,0,,
9179,"prior",0,12070.4617468096,0,,
9180,"prior",0,12051.3367681164,0,,
9181,"prior",0,12032.2554665562,0,,
9182,"prior",0,12013.2180502569,0,,
9861,"prior",0,12459.6537876614,0,,
9865,"prior",0,12379.7658999783,0,,
9869,"prior",0,12300.5185526247,0,,
9873,"prior",0,12221.9242054968,0,,
9874,"prior",0,12202.3791309493,0,,
9883,"prior",0,12028.3789541874,0,,
9884,"prior",0,12009.2610720852,0,,
9885,"prior",0,11990.1870434004,0,,
10567,"prior",0,12377.4408812022,0,,
10568,"prior",0,12357.4925376947,0,,
10569,"prior",0,12337.5841835526,0,,
10572,"prior",0,12278.1010006099,0,,
11271,"prior",0,12335.2514888291,0,,
15481,"prior",0,12365.204540073,0,,
