"cell_id","effortId","search_effort","fringe_dist","assigned_community","area","area_prop"
2859,"prior",0,8929.18310373093,0,,
3561,"prior",0,8918.72253171798,0,,
3562,"prior",0,8903.45311614555,0,,
3563,"2020-08-15T08-42-00-Andrew Simon, prior",0.135,8888.2571225159,0,321.068524638361,0.356742805153734
4264,"prior",0,8893.062409179,0,,
4265,"2020-08-15T08-42-00-Andrew Simon",0.375,8877.74912762969,0,892.216895509601,0.991352106121779
4266,"2020-08-15T08-42-00-Andrew Simon",0.045,8862.50933000554,0,883.785511614494,0.981983901793883
4267,"2020-08-15T08-42-00-Andrew Simon",0.225,8847.34339300659,0,224.929410566387,0.249921567295986
4967,"prior",0,8867.42871739763,0,,
4968,"2020-08-15T08-42-00-Andrew Simon",0.06,8852.07136285891,0,763.578280468094,0.848420311631216
4969,"2020-08-15T08-42-00-Andrew Simon",0.18,8836.78755322495,0,892.221716599455,0.991357462888283
4970,"2020-08-15T08-42-00-Andrew Simon",3.72,8821.57766769259,0,673.903487374019,0.748781652637799
5666,"prior",0,8904.15666972016,0,,
5671,"prior",0,8826.42004886981,0,,
5672,"2020-08-15T08-42-00-Andrew Simon",0.03,8811.09201818511,0,860.471355958054,0.956079284397838
5673,"2020-08-15T08-42-00-Andrew Simon",3.72,8795.83797407114,0,888.911825913115,0.987679806570128
5674,"2020-08-15T08-42-00-Andrew Simon",10.665,8780.6582990243,0,135.586652448,0.150651836053334
6368,"prior",0,8894.56373633537,0,,
6369,"prior",0,8878.75502552917,0,,
6370,"prior",0,8863.01807025673,0,,
6375,"2020-08-15T08-42-00-Andrew Simon",2.295,8785.42295329188,0,505.220588061023,0.561356208956692
6376,"2020-08-15T08-42-00-Andrew Simon",2.565,8770.12453950132,0,892.231358674611,0.991368176305123
6377,"2020-08-15T08-42-00-Andrew Simon",0.45,8754.90055876954,0,266.391907561718,0.295991008401909
7048,"prior",0,9252.82300979361,0,,
7071,"2020-07-25T15-45-00-Caitlin Robinson",0.309012875536481,8869.23499541117,0,707.994737279453,0.786660819199392
7072,"prior",0,8853.38133257407,0,,
7073,"prior",0,8837.5994707826,0,,
7077,"2020-08-15T08-42-00-Andrew Simon",0.765,8775.19769337111,0,0.226314470758867,0.000251460523065408
7078,"2020-08-15T08-42-00-Andrew Simon",2.295,8759.78058936408,0,63.3862425969856,0.0704291584410951
7079,"2020-08-15T08-42-00-Andrew Simon",0.3,8744.43759375742,0,673.598815982666,0.748443128869629
7080,"2020-08-15T08-42-00-Andrew Simon",0.225,8729.16909416443,0,97.3182028759806,0.108131336528867
7750,"prior",0,9246.07891581807,0,,
7751,"prior",0,9228.56832109782,0,,
7752,"prior",0,9211.12068294244,0,,
7764,"prior",0,9006.79045983994,0,,
7773,"prior",0,8859.90493214753,0,,
7774,"prior",0,8843.93465019019,0,,
7775,"prior",0,8828.03582994304,0,,
7776,"prior",0,8812.20885509682,0,,
7779,"prior",0,8765.16285470778,0,,
7780,"2020-08-15T08-42-00-Andrew Simon",2.4,8749.62711800079,0,500.311377145822,0.555901530162024
8454,"prior",0,9204.34666622249,0,,
8455,"prior",0,9186.85328576988,0,,
8466,"prior",0,8998.68396138174,0,,
8467,"prior",0,8981.97424558249,0,,
8468,"prior",0,8965.3322321356,0,,
8476,"prior",0,8834.67862951185,0,,
8477,"prior",0,8818.66294311246,0,,
8478,"prior",0,8802.71875918541,0,,
8479,"prior",0,8786.84646383679,0,,
8481,"prior",0,8755.31908840091,0,,
8482,"2020-08-15T08-42-00-Andrew Simon",4.875,8739.66478556258,0,577.569385096779,0.641743761218643
8483,"2020-08-15T08-42-00-Andrew Simon",0.03,8724.08392575054,0,542.464222201842,0.602738024668713
9157,"prior",0,9180.1583046304,0,,
9158,"prior",0,9162.61900491602,0,,
9159,"prior",0,9145.14300434158,0,,
9170,"prior",0,8957.18891747272,0,,
9171,"prior",0,8940.50104263478,0,,
9179,"prior",0,8809.48141589229,0,,
